Country.Name,Country.Code,Indicator.Name,Indicator.Code,Year,Level
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X2004,441308.782
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X2004,34.58813321
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2004,54.82136886
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X2004,4426.069
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X2004,29.36679408
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2004,43.51836463
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2004,42647.21
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X2004,33.11813668
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2004,2.847411715
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X2004,131601.296
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X2004,2.522831114
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2004,46.75825031
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X2004,450186.589
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X2004,7.617736524
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2004,80.46229051
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,1327.454
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X2005,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,58.06757957
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,162110.736
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X2005,11.03011302
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,50.35188494
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,108510.197
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X2005,22.2655222
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,45.67371202
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,347308.904
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X2005,60.62760375
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,32.5948828
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,557417.003
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X2005,38.22242456
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,7.430464144
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,3696.336
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X2005,44.45854752
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,19.48975059
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,353462.13
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X2005,34.62720119
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,58.43435052
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,341991.754
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X2005,54.01778568
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,28.61937435
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,1222563.132
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X2005,22.77318301
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,60.58341377
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,8562.445
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X2005,7.110728468
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,47.44351126
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,466361.726
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X2005,34.50860362
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,54.82136886
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,4319.726
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X2005,28.78510886
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,44.09174007
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,42438.191
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X2005,33.10663698
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,2.836460132
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,136636.087
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X2005,2.467310087
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,46.65447281
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X2005,416915.898
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X2005,7.617736524
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2005,80.35924787
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,1650.15
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X2006,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,58.06757957
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,175436.614
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X2006,10.91391425
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,51.56009632
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,107072.733
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X2006,22.31175613
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,45.57463672
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,347668.27
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X2006,60.42957075
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,32.6369264
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,543819.767
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X2006,38.21639691
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,7.252864955
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,3861.351
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X2006,43.9931459
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,19.48975059
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,350037.152
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X2006,35.02166294
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,57.34297968
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,345119.705
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X2006,53.63966063
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,28.4283798
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,1303717.509
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X2006,22.91316839
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,60.50941918
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,9574.537
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X2006,7.175036191
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,47.53487718
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,479251.231
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X2006,34.44841688
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,54.82136886
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,4466.406
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X2006,28.20342363
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,43.21090244
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,44257.023
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X2006,33.11211277
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,2.833722236
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,146074.945
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X2006,2.41152968
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,46.875
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X2006,447894.714
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X2006,7.617736524
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2006,79.86876489
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,2273.54
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X2007,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,58.06757957
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,175176.257
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X2007,10.79771549
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,52.63036734
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,103545.079
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X2007,22.35799207
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,45.14200873
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,363212.683
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X2007,60.23153402
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,32.49981455
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,554355.058
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X2007,38.2103727
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,7.179009913
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,5834.197
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X2007,43.52774428
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,19.48975059
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,358236.564
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X2007,35.39927242
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,56.10787201
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,375544.804
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X2007,53.26153557
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,29.25639087
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,1407607.286
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X2007,23.05315114
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,60.4132262
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,9831.227
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X2007,7.239343914
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,47.56298977
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,480520.013
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X2007,34.38823015
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,54.88824301
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,4605.752
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X2007,27.62173841
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,43.08625561
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,45089.432
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X2007,33.11758856
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,2.825508548
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,158894.777
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X2007,2.355749274
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,46.71673931
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X2007,466578.079
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X2007,7.617736524
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2007,79.87041357
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,4206.049
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X2008,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,58.06757957
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,189107.19
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X2008,10.68151672
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,52.71367966
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,104443.494
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X2008,22.40422802
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,45.08916938
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,387631.236
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X2008,60.03350102
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,32.72259139
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,561028.998
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X2008,38.20434505
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,7.105155301
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,5544.504
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X2008,43.06234266
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,19.59552368
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,329285.599
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X2008,35.80826014
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,56.41940658
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,416560.199
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X2008,52.88341052
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,29.80839824
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,1568379.567
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X2008,23.19313652
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,60.45930465
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,10241.931
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X2008,7.30365078
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,47.58934533
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,493251.837
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X2008,34.32804342
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,54.84451761
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,4422.402
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X2008,27.04005318
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,42.54611933
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,55690.729
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X2008,33.12306436
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,2.805795831
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,159070.793
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X2008,2.299968867
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,45.80868618
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X2008,496772.157
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X2008,7.617736524
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2008,80.05011994
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,6769.282
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X2009,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,58.06757957
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,179961.692
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X2009,10.56531796
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,52.54230476
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,99863.411
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X2009,22.45046195
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,45.03302429
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,367147.374
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X2009,59.83546429
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,32.72737714
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,536764.459
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X2009,38.19832084
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,7.031410228
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,6725.278
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X2009,42.59694104
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,19.70129678
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,288237.201
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X2009,36.20538982
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,56.09032206
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,446409.579
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X2009,52.50528547
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,30.69161004
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,1738645.711
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X2009,23.33311927
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,60.56390611
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,12350.456
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X2009,7.367958503
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,47.94075271
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,475950.931
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X2009,34.26785668
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,54.84451761
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,4495.742
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X2009,26.45836796
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,42.42147249
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,55346.031
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X2009,33.12854015
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,2.776938302
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,158836.105
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X2009,2.24418846
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,45.7619863
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X2009,503112.4
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X2009,7.617736524
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2009,79.951199
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,8463.436
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X2010,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,58.06911129
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,187919.082
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X2010,10.44911919
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,53.89028352
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,110824.074
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X2010,22.49669789
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,44.7721252
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,419754.156
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X2010,59.63743129
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,32.71816457
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,534670.602
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X2010,38.19229318
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,6.957555615
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,6780.283
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X2010,42.13153942
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,20.51998054
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,270910.626
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X2010,36.49366856
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,55.08889822
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,428760.308
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X2010,52.12716042
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,30.69161004
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,1719690.988
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X2010,23.47310465
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,60.39741826
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,12174.44
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X2010,7.432266226
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,48.00224901
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,464308.206
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X2010,34.20766995
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,54.84451761
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,4536.079
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X2010,25.87668273
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,41.76499917
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,60105.797
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X2010,33.13401594
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,2.754049532
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,161395.671
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X2010,2.188408053
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,45.71658364
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X2010,474099.096
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X2010,7.617736524
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2010,79.87123791
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2011,12240.446
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X2011,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2011,58.06757957
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X2011,191633.753
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X2011,10.34066672
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2011,54.18260746
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X2011,99944.085
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X2011,22.51122902
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2011,44.11162322
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X2011,439412.943
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X2011,59.51970175
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2011,32.94668431
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2011,537112.824
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X2011,38.18716934
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2011,6.883700573
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X2011,5768.191
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X2011,41.6661378
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2011,20.62575363
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X2011,270547.593
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X2011,36.5714373
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2011,54.04096983
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2011,603665.207
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X2011,51.74936743
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2011,31.18841668
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X2011,1841776.419
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X2011,23.53310701
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X2011,60.43004315
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X2011,13457.89
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X2011,7.49657395
